cluster,label,words,cluster_name
1,label179,fachangestellt,Requirements
1,label179,fachangestellte,Requirements
1,label179,kaufmännisch,Requirements
1,label179,verwaltungsnah,Requirements
1,label179,vorzugsweise,Requirements
1,label179,staatsexamen,Requirements
1,label179,staatsprüfung,Requirements
1,label179,fachlaufbahn,Requirements
1,label179,laufbahn,Requirements
1,label179,berufsbild,Requirements
1,label179,langjährig,Requirements
1,label179,mehrjährig,Requirements
1,label179,dreijährig,Requirements
1,label179,einjährig,Requirements
1,label179,zweijährig,Requirements
1,label179,erfolgreich,Requirements
1,label179,vergleichbar,Requirements
1,label179,idealerweisen,Requirements
1,label179,qualifizieren,Requirements
1,label179,befriedigend,Requirements
1,label179,mindestens,Requirements
1,label179,ämtergruppe,Requirements
1,label179,richteramt,Requirements
1,label179,einstiegsamt,Requirements
1,label179,rechtsanwalt,Requirements
1,label179,leitungsebene,Requirements
1,label179,nachgewiesen,Requirements
1,label179,einschlägig,Requirements
1,label179,ingenieurbau,Requirements
1,label179,alternativ,Requirements
1,label179,praktikum,Requirements
1,label179,mittler,Requirements
1,label179,ausbildung,Requirements
1,label179,kaufleute,Requirements
1,label179,kauffrau,Requirements
1,label179,kaufmann,Requirements
1,label62,veranstaltungstechnik,Requirements
1,label62,vermessungstechnisch,Requirements
1,label62,sozialversicherung,Requirements
1,label62,verwaltungsfachwirt,Requirements
1,label62,verwaltungsfachwirtin,Requirements
1,label62,verwaltungsdienst,Requirements
1,label62,verwaltungslehrgang,Requirements
1,label62,berufserfahrung,Requirements
1,label62,führungserfahrung,Requirements
1,label62,verwaltungserfahrung,Requirements
1,label62,justizfachangestellte,Requirements
1,label62,angestelltenlehrgang,Requirements
1,label62,angestelltenprüfung,Requirements
1,label62,qualifikationsebene,Requirements
1,label62,laufbahnbefähigung,Requirements
1,label62,laufbahngruppe,Requirements
1,label62,laufbahnprüfung,Requirements
1,label62,hochschulbildung,Requirements
1,label62,hochschulstudium,Requirements
1,label62,landschaftsbau,Requirements
1,label62,landschaftsplanung,Requirements
1,label62,studienbereich,Requirements
1,label62,studienrichtung,Requirements
1,label62,nichttechnisch,Requirements
1,label62,bachelorstudium,Requirements
1,label62,fachhochschul,Requirements
1,label62,bauingenieurwesen,Requirements
1,label62,versorgungstechnik,Requirements
1,label62,agrarwissenschaft,Requirements
1,label62,betriebswirtschaft,Requirements
1,label62,rechtswissenschaft,Requirements
1,label62,sicherheitstechnik,Requirements
1,label62,studienschwerpunkt,Requirements
1,label197,daneben,Requirements
1,label197,erhalt,Requirements
1,label197,thema,Requirements
1,label197,abitur,Requirements
1,label197,reife,Requirements
1,label197,agil,Requirements
1,label197,methode,Requirements
1,label197,meister,Requirements
1,label197,bringen,Requirements
1,label197,mitbringen,Requirements
1,label197,zeigen,Requirements
1,label197,verfügen,Requirements
1,label197,vorgehen,Requirements
1,label197,zeichnen,Requirements
1,label164,berufspraktisch,Requirements
1,label164,frühkindlich,Requirements
1,label164,pädagogisch,Requirements
1,label164,sprachbildung,Requirements
1,label164,sprachlich,Requirements
1,label164,pädagogik,Requirements
1,label164,psychologie,Requirements
1,label164,fachdisziplin,Requirements
1,label164,praktisch,Requirements
1,label164,theoretisch,Requirements
1,label164,fachwissen,Requirements
1,label164,fachkenntnis,Requirements
1,label164,wünschenswert,Requirements
1,label164,spezifisch,Requirements
1,label164,sozialarbeit,Requirements
1,label164,systemisch,Requirements
1,label164,rechtskenntnis,Requirements
1,label164,rechtsgebiet,Requirements
1,label164,sozialrecht,Requirements
1,label140,aufstellen,Requirements
1,label140,haushalt,Requirements
1,label140,sap,Requirements
1,label140,bauleitung,Requirements
1,label140,baurecht,Requirements
1,label140,norm,Requirements
1,label140,cad,Requirements
1,label140,hoai,Requirements
1,label140,vob,Requirements
1,label140,vol,Requirements
1,label140,uvgo,Requirements
1,label140,vgv,Requirements
1,label140,bauleistung,Requirements
1,label140,messung,Requirements
1,label140,einkauf,Requirements
1,label140,vergabe,Requirements
1,label140,vertrag,Requirements
1,label60,finanzmanagement,Requirements
1,label60,projektmanagement,Requirements
1,label60,prozessmanagement,Requirements
1,label60,programmiersprache,Requirements
1,label60,standardsoftware,Requirements
1,label60,systemadministration,Requirements
1,label60,fachinformatiker,Requirements
1,label60,systemintegration,Requirements
1,label60,rechtsvorschrift,Requirements
1,label60,bürokommunikation,Requirements
1,label60,büroorganisation,Requirements
1,label57,betriebswirtschaftlich,Requirements
1,label57,naturwissenschaftlich,Requirements
1,label57,informationstechnisch,Requirements
1,label57,wirtschaftsinformatik,Requirements
1,label57,wirtschaftsingenieurwesen,Requirements
1,label57,wirtschaftswissenschaft,Requirements
1,label57,verwaltungswissenschaft,Requirements
1,label57,betriebswirtschaftslehre,Requirements
1,label57,rechtswissenschaftlich,Requirements
1,label95,eigen,Requirements
1,label95,ergänzen,Requirements
1,label95,erweitern,Requirements
1,label95,einsatz,Requirements
1,label95,regel,Requirements
1,label95,arzt,Requirements
1,label95,ärztin,Requirements
1,label26,gestaltungsmöglichkeit,Requirements
1,label26,gestaltungsspielraum,Requirements
1,label26,abwechslungsreich,Requirements
1,label26,verantwortungsvoll,Requirements
1,label154,perspektive,Requirements
1,label154,bürgerorientiert,Requirements
1,label154,deutschlandweit,Requirements
1,label154,vertrauensvoll,Requirements
1,label154,wertschätzend,Requirements
1,label154,konstruktiv,Requirements
1,label154,kooperativ,Requirements
1,label154,anspruchsvoll,Requirements
1,label154,herausfordernd,Requirements
1,label154,mitgestaltung,Requirements
1,label154,sinnstiftend,Requirements
1,label154,aufgeschlossen,Requirements
1,label154,aufgabenfeld,Requirements
1,label154,öffnungszeit,Requirements
1,label199,kondition,Requirements
1,label199,sozialberatung,Requirements
1,label199,firmenfitnes,Requirements
1,label199,supervision,Requirements
1,label199,zertifiziert,Requirements
1,label199,hochwertig,Requirements
1,label199,zertifizierung,Requirements
1,label199,führungskraft,Requirements
1,label199,umfassend,Requirements
1,label199,onboarding,Requirements
1,label199,umfangreich,Requirements
1,label199,erwerb,Requirements
1,label199,teilnehmen,Requirements
1,label199,überwiegend,Requirements
1,label199,vertiefung,Requirements
1,label199,absicherung,Requirements
1,label199,fortbildung,Requirements
1,label199,weiterbildung,Requirements
1,label199,jeweilig,Requirements
1,label199,regelmäßig,Requirements
1,label189,erfordern,Requirements
1,label189,einarbeitung,Requirements
1,label189,intensiv,Requirements
1,label189,tätigkeit,Requirements
1,label189,teilweise,Requirements
1,label189,wechsel,Requirements
1,label189,feiertag,Requirements
1,label189,vergütet,Requirements
1,label189,teilnahme,Requirements
1,label189,wochenend,Requirements
1,label61,führungsaufgabe,Requirements
1,label61,führungskompetenz,Requirements
1,label61,personalführung,Requirements
1,label61,verwaltungsablauf,Requirements
1,label61,verwaltungsrecht,Requirements
1,label194,freundlich,Requirements
1,label194,sicher,Requirements
1,label190,gesundheitlich,Requirements
1,label190,körperlich,Requirements
1,label190,uneingeschränkt,Requirements
1,label190,bereitschaft,Requirements
1,label190,rufbereitschaft,Requirements
1,label190,referenzrahme,Requirements
1,label190,fahrerlaubnis,Requirements
1,label190,führerschein,Requirements
1,label190,schichtdienst,Requirements
1,label190,außendienst,Requirements
1,label190,abendstunde,Requirements
1,label190,wochenende,Requirements
1,label190,erweitert,Requirements
1,label190,dienstreise,Requirements
1,label190,mehrtägig,Requirements
1,label190,dienstzeit,Requirements
1,label190,außerhalb,Requirements
1,label190,regulär,Requirements
1,label190,gelegentlich,Requirements
1,label190,zeitlich,Requirements
1,label190,förderlich,Requirements
1,label190,vorteilhaft,Requirements
1,label190,tarifrecht,Requirements
1,label190,absolvieren,Requirements
1,label190,voraussetzen,Requirements
1,label190,klasse,Requirements
1,label190,lehrgang,Requirements
1,label190,nachholen,Requirements
1,label198,überzeugen,Requirements
1,label198,überzeugend,Requirements
1,label198,führen,Requirements
1,label198,formulieren,Requirements
1,label198,fortlaufend,Requirements
1,label198,themenfeld,Requirements
1,label198,themengebiet,Requirements
1,label198,eingesetzt,Requirements
1,label198,effektiv,Requirements
1,label198,effizient,Requirements
1,label198,integrieren,Requirements
1,label198,schwierig,Requirements
1,label198,situation,Requirements
1,label198,zeitdruck,Requirements
1,label198,überzeugung,Requirements
1,label198,gegenüber,Requirements
1,label198,treffen,Requirements
1,label198,gute,Requirements
1,label198,schwer,Requirements
1,label198,heben,Requirements
1,label198,last,Requirements
1,label198,denken,Requirements
1,label198,erhöht,Requirements
1,label198,verhalten,Requirements
1,label198,begeisterung,Requirements
1,label198,besitz,Requirements
1,label198,besitzen,Requirements
1,label198,einarbeiten,Requirements
1,label198,auftreten,Requirements
1,label198,präzise,Requirements
1,label198,souverän,Requirements
1,label198,umgang,Requirements
1,label198,aneignen,Requirements
1,label198,schrift,Requirements
1,label198,wort,Requirements
1,label198,prosoz,Requirements
1,label198,vorteil,Requirements
1,label198,affinität,Requirements
1,label198,outlook,Requirements
1,label198,office,Requirements
1,label198,powerpoint,Requirements
1,label198,gängig,Requirements
1,label198,edv,Requirements
1,label198,point,Requirements
1,label198,power,Requirements
1,label198,excel,Requirements
1,label198,worden,Requirements
1,label198,runden,Requirements
1,label198,hoch,Requirements
1,label198,maß,Requirements
1,label198,belastbar,Requirements
1,label198,geschick,Requirements
1,label198,freude,Requirements
1,label198,spaß,Requirements
1,label198,kreativ,Requirements
1,label198,teamgeist,Requirements
1,label198,sammeln,Requirements
1,label198,chemie,Requirements
1,label198,theorie,Requirements
1,label198,media,Requirements
1,label198,social,Requirements
1,label198,server,Requirements
1,label198,linux,Requirements
1,label198,sql,Requirements
1,label198,java,Requirements
1,label198,module,Requirements
1,label198,firewall,Requirements
1,label198,regelwerk,Requirements
1,label198,idealerweis,Requirements
1,label198,idealerweise,Requirements
1,label198,produkt,Requirements
1,label198,microsoft,Requirements
1,label198,software,Requirements
1,label198,directory,Requirements
1,label198,windows,Requirements
1,label198,vernetzt,Requirements
1,label198,fundiert,Requirements
1,label198,vertieft,Requirements
1,label198,erfahrung,Requirements
1,label198,vertiefen,Requirements
1,label198,physisch,Requirements
1,label198,psychisch,Requirements
1,label198,systematisch,Requirements
1,label198,zielgerichtet,Requirements
1,label198,praxisnah,Requirements
1,label198,überblick,Requirements
1,label198,sachverhalt,Requirements
1,label198,schnell,Requirements
1,label198,sensibilität,Requirements
1,label198,strukturieren,Requirements
1,label198,zielorientiert,Requirements
1,label198,sorgfältig,Requirements
1,label198,arbeitsweise,Requirements
1,label198,gewissenhaft,Requirements
1,label198,ausgeprägt,Requirements
1,label198,fähigkeit,Requirements
1,label198,gründlich,Requirements
1,label198,englisch,Requirements
1,label198,analytisch,Requirements
1,label198,mündlich,Requirements
1,label198,methodisch,Requirements
1,label198,verständlich,Requirements
1,label198,komplex,Requirements
1,label198,konflikt,Requirements
1,label198,vergabewesen,Requirements
1,label198,bedarfsfall,Requirements
1,label198,eigenständig,Requirements
1,label198,selbständig,Requirements
1,label198,selbstständig,Requirements
1,label16,dienstleistungsorientiert,Requirements
1,label16,dienstleistungsorientierung,Requirements
1,label16,diversitätsüberzeugung,Requirements
1,label16,verantwortungsbewusst,Requirements
1,label16,kommunikationsgeschick,Requirements
1,label16,softwareentwicklungsprozeß,Requirements
1,label16,verantwortungsbereitschaft,Requirements
1,label16,verantwortungsbewusstsei,Requirements
1,label16,organisationsvermögen,Requirements
1,label16,kommunikationsfähigkeit,Requirements
1,label16,kommunikationsstärke,Requirements
1,label16,organisationsfähigkeit,Requirements
1,label16,organisationsgeschick,Requirements
1,label16,kooperationsbereitschaft,Requirements
1,label16,kooperationsfähigkeit,Requirements
1,label16,problemlösungskompetenz,Requirements
1,label16,durchsetzungsvermögen,Requirements
1,label16,durchsetzungsfähigkeit,Requirements
1,label16,entscheidungsfähigkeit,Requirements
1,label16,fremdsprachenkenntnisse,Requirements
1,label16,persönlichkeitskompetenz,Requirements
1,label53,genderkompetenz,Requirements
1,label53,interkulturell,Requirements
1,label53,stressresistenz,Requirements
1,label53,vorurteilsfrei,Requirements
1,label53,kommunikation,Requirements
1,label53,arbeitsergebnis,Requirements
1,label53,anwendungsbereit,Requirements
1,label53,grundverständnis,Requirements
1,label53,anwenderkenntnis,Requirements
1,label53,grundkenntnis,Requirements
1,label53,deutschkenntnis,Requirements
1,label53,englischkenntnis,Requirements
1,label53,sprachkenntnis,Requirements
1,label53,publikumsverkehr,Requirements
1,label53,adressatengerecht,Requirements
1,label53,ausdrucksweise,Requirements
1,label53,motivation,Requirements
1,label53,denkvermögen,Requirements
1,label53,urteilsvermögen,Requirements
1,label53,selbstmanagement,Requirements
1,label53,zeitmanagement,Requirements
1,label53,strukturiert,Requirements
1,label53,teamorientiert,Requirements
1,label53,kreativität,Requirements
1,label53,freundlichkeit,Requirements
1,label53,kommunikativ,Requirements
1,label53,sozialkompetenz,Requirements
1,label53,selbständigkeit,Requirements
1,label53,zuverlässigkeit,Requirements
1,label53,flexibilität,Requirements
1,label53,belastbarkeit,Requirements
1,label53,teamfähigkeit,Requirements
1,label53,eigeninitiative,Requirements
1,label53,selbstständigkeit,Requirements
1,label53,veränderungsprozeß,Requirements
1,label53,eigenverantwortlich,Requirements
1,label53,eigenverantwortung,Requirements
1,label53,überdurchschnittlich,Requirements
1,label53,dialogbereitschaft,Requirements
1,label53,einsatzbereitschaft,Requirements
1,label53,leistungsbereitschaft,Requirements
1,label53,methodenkompetenz,Requirements
1,label53,einfühlungsvermögen,Requirements
1,label53,qualitätsbewusstsei,Requirements
1,label53,überzeugungskraft,Requirements
1,label53,kontaktfähigkeit,Requirements
1,label53,urteilsfähigkeit,Requirements
1,label53,konfliktfähigkeit,Requirements
1,label53,kritikfähigkeit,Requirements
1,label53,auffassungsgabe,Requirements
1,label53,lösungsorientierung,Requirements
1,label53,ausdrucksfähigkeit,Requirements
1,label53,ausdrucksvermögen,Requirements
1,label53,aufgeschlossenheit,Requirements
1,label53,entscheidungsfreude,Requirements
1,label53,verhandlungsgeschick,Requirements
1,label53,ergebnisorientiert,Requirements
1,label53,lösungsorientiert,Requirements
1,label53,kundenorientierung,Requirements
1,label53,serviceorientiert,Requirements
1,label53,serviceorientierung,Requirements
1,label53,arbeitsorganisation,Requirements
1,label53,organisationstalent,Requirements
1,label53,selbstorganisation,Requirements
1,label186,engagieren,Requirements
1,label186,lebenswelt,Requirements
1,label186,verschieden,Requirements
1,label186,sozial,Requirements
1,label186,geistig,Requirements
1,label186,merkmal,Requirements
1,label186,empathie,Requirements
1,label186,orientiert,Requirements
1,label186,natürlich,Requirements
1,label186,offenheit,Requirements
1,label186,reagieren,Requirements
1,label186,teamarbeit,Requirements
1,label186,stärke,Requirements
1,label186,adressat,Requirements
1,label186,transparent,Requirements
1,label186,engagement,Requirements
1,label186,kompetenz,Requirements
1,label52,kurzfristig,Requirements
1,label52,persönlichkeit,Requirements
1,label52,zuverlässig,Requirements
2,label150,verlässlich,Tasks
2,label150,erziehungsauftrag,Tasks
2,label150,krippengruppe,Tasks
2,label150,schuleintritt,Tasks
2,label150,fachberatung,Tasks
2,label150,mitarbeitend,Tasks
2,label150,auszubildende,Tasks
2,label150,kinderbetreuung,Tasks
2,label150,betreuungsplatz,Tasks
2,label150,lebenssituation,Tasks
2,label96,ständig,Tasks
2,label96,stetig,Tasks
2,label96,toll,Tasks
2,label96,ansatz,Tasks
2,label96,hort,Tasks
2,label171,förderung,Tasks
2,label171,stärkung,Tasks
2,label171,ausgestaltung,Tasks
2,label171,gestaltung,Tasks
2,label171,entwicklung,Tasks
2,label171,vernetzung,Tasks
2,label170,beziehung,Tasks
2,label170,haltung,Tasks
2,label170,kindlich,Tasks
2,label170,reflexion,Tasks
2,label170,eltern,Tasks
2,label170,erwachsene,Tasks
2,label170,träger,Tasks
2,label170,schüler,Tasks
2,label170,schülerin,Tasks
2,label170,hilfe,Tasks
2,label170,elternteil,Tasks
2,label170,erziehung,Tasks
2,label170,bildung,Tasks
2,label170,jung,Tasks
2,label170,kind,Tasks
2,label169,interaktion,Tasks
2,label169,integration,Tasks
2,label169,migration,Tasks
2,label169,pflegen,Tasks
2,label169,themenbereich,Tasks
2,label169,übergreifend,Tasks
2,label169,jugendpflege,Tasks
2,label169,zielgruppe,Tasks
2,label169,schutzauftrag,Tasks
2,label169,kindeswohl,Tasks
2,label169,förderbedarf,Tasks
2,label169,personenkreis,Tasks
2,label169,vermittlung,Tasks
2,label169,ausländer,Tasks
2,label169,hilfeplanung,Tasks
2,label169,beratungsstelle,Tasks
2,label169,handlungsfeld,Tasks
2,label169,jugendschutz,Tasks
2,label169,jugendarbeit,Tasks
2,label169,jugendhilfe,Tasks
2,label169,jugendliche,Tasks
2,label169,grundlage,Tasks
2,label169,grundsatz,Tasks
2,label89,gruppe,Tasks
2,label89,platz,Tasks
2,label89,monat,Tasks
2,label89,sechs,Tasks
2,label89,drei,Tasks
2,label89,zwei,Tasks
2,label89,fünf,Tasks
2,label89,jahr,Tasks
2,label89,september,Tasks
2,label89,august,Tasks
2,label89,kita,Tasks
2,label89,befinden,Tasks
2,label89,eröffnen,Tasks
2,label89,kindergarten,Tasks
2,label89,verbringen,Tasks
2,label89,ankommen,Tasks
2,label89,fachkraft,Tasks
2,label89,anerkannt,Tasks
2,label89,staatlich,Tasks
2,label89,assistent,Tasks
2,label89,erzieher,Tasks
2,label89,krippe,Tasks
2,label89,jeweils,Tasks
2,label89,nkitag,Tasks
2,label89,richtig,Tasks
2,label89,büro,Tasks
2,label89,kurz,Tasks
2,label89,zahl,Tasks
2,label89,dual,Tasks
2,label89,nächst,Tasks
2,label89,bauwesen,Tasks
2,label89,wobei,Tasks
2,label84,betreuungseinrichtung,Tasks
2,label84,freizeitmöglichkeit,Tasks
2,label84,heilpädagogisch,Tasks
2,label84,jugendhilfeeinrichtung,Tasks
2,label84,jugendförderung,Tasks
2,label84,eigenbetriebsähnlich,Tasks
2,label84,kindertagesbetreuung,Tasks
2,label84,kindergartengruppe,Tasks
2,label84,kindertagesstätt,Tasks
2,label84,kindertagesstätte,Tasks
2,label168,schulisch,Tasks
2,label168,städtisch,Tasks
2,label168,schule,Tasks
2,label168,schulträger,Tasks
2,label168,grundschule,Tasks
2,label168,trägerschaft,Tasks
2,label168,aktivität,Tasks
2,label168,prävention,Tasks
2,label168,jugendamt,Tasks
2,label168,kinderschutz,Tasks
2,label168,jugend,Tasks
2,label168,soziale,Tasks
2,label168,lebenslage,Tasks
2,label168,sozialamt,Tasks
2,label167,einrichtung,Tasks
2,label152,professionell,Tasks
2,label152,respektvoll,Tasks
2,label152,alltagsintegriert,Tasks
2,label152,bildungsprozeß,Tasks
2,label152,multiprofessionell,Tasks
2,label152,entwicklungsprozeß,Tasks
2,label152,kooperationspartner,Tasks
2,label151,inklusive,Tasks
2,label151,kontinuierlich,Tasks
2,label166,handeln,Tasks
2,label166,qualität,Tasks
2,label166,behandlung,Tasks
2,label166,kunde,Tasks
2,label166,kundinnen,Tasks
2,label148,aufgabenstellung,Tasks
2,label148,verantwortung,Tasks
2,label100,übernehmen,Tasks
2,label100,behalten,Tasks
2,label100,planen,Tasks
2,label100,erfassen,Tasks
2,label100,erheben,Tasks
2,label100,bereiten,Tasks
2,label100,verwalten,Tasks
2,label100,einzeln,Tasks
2,label100,verteilen,Tasks
2,label173,erkennen,Tasks
2,label173,entwickeln,Tasks
2,label173,entscheidend,Tasks
2,label173,expertise,Tasks
2,label86,wirtschaftsförderung,Tasks
2,label86,wirtschaftsstandort,Tasks
2,label86,immobilienmanagement,Tasks
2,label86,immobilienportfolio,Tasks
2,label165,zulassung,Tasks
2,label165,verbesserung,Tasks
2,label165,versorgung,Tasks
2,label98,empfehlung,Tasks
2,label98,stellung,Tasks
2,label110,barrierefrei,Tasks
2,label110,weiterführend,Tasks
2,label110,interdisziplinär,Tasks
2,label110,international,Tasks
2,label110,nachhaltigkeit,Tasks
2,label110,öffentlichkeit,Tasks
2,label110,archäologisch,Tasks
2,label110,wissenschaftlich,Tasks
2,label99,politik,Tasks
2,label99,gremium,Tasks
2,label99,politisch,Tasks
2,label99,praxis,Tasks
2,label99,unterricht,Tasks
2,label99,vertreten,Tasks
2,label99,wirken,Tasks
2,label99,ebene,Tasks
2,label99,erkenntnis,Tasks
2,label121,veterinärwesen,Tasks
2,label121,verantworten,Tasks
2,label121,vorantreiben,Tasks
2,label121,zusammenleben,Tasks
2,label121,zusammenwirken,Tasks
2,label121,sonderausstellung,Tasks
2,label121,privatperson,Tasks
2,label121,überregional,Tasks
2,label121,organisieren,Tasks
2,label121,unternehmen,Tasks
2,label121,arzneimittel,Tasks
2,label121,außenstelle,Tasks
2,label121,dienstleistung,Tasks
2,label121,dienstleister,Tasks
2,label121,dienstbetrieb,Tasks
2,label121,lebensmittel,Tasks
2,label121,bundesbehörde,Tasks
2,label121,finanzieren,Tasks
2,label121,landesmuseum,Tasks
2,label121,bundesweit,Tasks
2,label121,landesweit,Tasks
2,label121,stadtgebiet,Tasks
2,label121,gesundheit,Tasks
2,label121,krankheit,Tasks
2,label97,klein,Tasks
2,label97,speise,Tasks
2,label97,termin,Tasks
2,label97,generell,Tasks
2,label97,beide,Tasks
2,label97,betrieb,Tasks
2,label97,hard,Tasks
2,label97,leiten,Tasks
2,label97,helfen,Tasks
2,label97,tauschen,Tasks
2,label97,managen,Tasks
2,label97,steuern,Tasks
2,label97,anwender,Tasks
2,label97,lösen,Tasks
2,label97,fest,Tasks
2,label97,gesamt,Tasks
2,label97,anleiten,Tasks
2,label97,begleiten,Tasks
2,label97,beobachten,Tasks
2,label97,beraten,Tasks
2,label97,beratend,Tasks
2,label97,erweiterung,Tasks
2,label97,objekt,Tasks
2,label97,markt,Tasks
2,label97,bauherr,Tasks
2,label97,sanierung,Tasks
2,label97,sache,Tasks
2,label97,eng,Tasks
2,label97,trend,Tasks
2,label97,haus,Tasks
2,label97,verband,Tasks
2,label97,verein,Tasks
2,label97,kommune,Tasks
2,label97,partner,Tasks
2,label97,raum,Tasks
2,label97,wald,Tasks
2,label97,labor,Tasks
2,label97,lokal,Tasks
2,label97,dadurch,Tasks
2,label97,voran,Tasks
2,label97,außen,Tasks
2,label97,bank,Tasks
2,label97,lösung,Tasks
2,label97,konzept,Tasks
2,label97,projekt,Tasks
2,label97,prozeß,Tasks
2,label97,netzwerk,Tasks
2,label97,zeitgemäß,Tasks
2,label97,kontext,Tasks
2,label97,akteur,Tasks
2,label97,verfassen,Tasks
2,label97,regional,Tasks
2,label97,akquis,Tasks
2,label97,freiburg,Tasks
2,label97,aufbau,Tasks
2,label97,ausbau,Tasks
2,label97,bauvorhaben,Tasks
2,label97,bauprojekt,Tasks
2,label97,projektteam,Tasks
2,label97,bau,Tasks
2,label97,bauaufgabe,Tasks
2,label97,bundesbau,Tasks
2,label97,aspekt,Tasks
2,label97,schaft,Tasks
2,label97,gestalt,Tasks
2,label97,staat,Tasks
2,label97,liefern,Tasks
2,label97,gesund,Tasks
2,label97,behörde,Tasks
2,label97,tier,Tasks
2,label97,mittel,Tasks
2,label97,disziplin,Tasks
2,label97,hygiene,Tasks
2,label97,medizin,Tasks
2,label97,abfall,Tasks
2,label97,boden,Tasks
2,label97,forst,Tasks
2,label97,befassen,Tasks
2,label97,gefahr,Tasks
2,label97,gehören,Tasks
2,label97,referent,Tasks
2,label97,betreiben,Tasks
2,label97,betreuen,Tasks
2,label97,erstrecken,Tasks
2,label97,kreiseigen,Tasks
2,label97,veterinär,Tasks
2,label72,vollbeschäftigung,Tasks
2,label72,baldmöglichst,Tasks
2,label72,nächstmöglich,Tasks
2,label106,ordnung,Tasks
2,label106,service,Tasks
2,label106,inner,Tasks
2,label106,innere,Tasks
2,label106,konkret,Tasks
2,label106,lafp,Tasks
2,label106,nrw,Tasks
2,label106,landtag,Tasks
2,label106,luft,Tasks
2,label106,bauen,Tasks
2,label106,klima,Tasks
2,label106,umwelt,Tasks
2,label106,amt,Tasks
2,label106,bad,Tasks
2,label106,bauamt,Tasks
2,label106,münster,Tasks
2,label106,nordsee,Tasks
2,label106,zentral,Tasks
2,label106,zentrale,Tasks
2,label106,dienstort,Tasks
2,label106,direktion,Tasks
2,label106,brand,Tasks
2,label106,kataster,Tasks
2,label106,kranke,Tasks
2,label106,kämmerei,Tasks
2,label106,zuordnen,Tasks
2,label106,abteilung,Tasks
2,label106,dezernat,Tasks
2,label106,referat,Tasks
2,label106,stand,Tasks
2,label106,sofort,Tasks
2,label106,april,Tasks
2,label106,januar,Tasks
2,label106,ort,Tasks
2,label106,standort,Tasks
2,label116,fachbereich,Tasks
2,label116,sachgebiet,Tasks
2,label116,fachdienst,Tasks
2,label116,landkreis,Tasks
2,label116,eigenbetrieb,Tasks
2,label116,gemeinde,Tasks
2,label116,düsseldorf,Tasks
2,label116,landratsamt,Tasks
2,label116,stabsstelle,Tasks
2,label116,sachbearbeit,Tasks
2,label116,sachbearbeiter,Tasks
2,label116,sachbearbeiterin,Tasks
2,label116,arbeitsort,Tasks
